posted_date,company_name,job_title,salary,position_level,qualification,years_of_experience,job_type,job_specialisation,industry,company_size
Posted on 14-Feb-22,NI Malaysia Sdn Bhd,Experienced Manufacturing Planner,,Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",6 years,Full-Time,"Manufacturing,Manufacturing",Electrical & Electronics,501 - 1000 Employees
Posted on 16-Feb-22,AGENSI PEKERJAAN DREAM CAREER SDN BHD,Store Assistant @ Pembantu Gudang (Fresh Graduates @ Exp. digalak mohon),"MYR 1,800 - MYR 2,500",Non-Executive,"Primary/Secondary School/O Level, Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma",1 year,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Human Resources Management / Consulting,1 - 50 Employees
Posted on 22-Feb-22,Syspex Mechatronic (M) Sdn Bhd,Customer Service Executive,"MYR 3,000 - MYR 4,500",Junior Executive,"Higher Secondary/STPM/'A' Level/Pre-U, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Full-Time,"Services,Customer Service",General & Wholesale Trading,51 - 200 Employees
Posted on 25-Feb-22,Golden Screen Cinemas Sdn Bhd (3609-M),Cinema Supervisor (GSC Sunway Carnival),,Non-Executive,"Primary/Secondary School/O Level, Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma",1 year,Full-Time,"Sales/Marketing,Retail Sales",Entertainment / Media,501 - 1000 Employees
Posted on 25-Feb-22,Mount Miriam Cancer Hospital,Customer Service Cum Concierge Coordinator,,Junior Executive,Not Specified,3 years,Full-Time,"Services,Customer Service",Healthcare / Medical,51 - 200 Employees
Posted on 24-Feb-22,SANMINA-SCI SYSTEMS (MALAYSIA) SDN BHD,ASST PROGRAM MANAGER / PROGRAM MANAGER (KEY ACCOUNT),,Manager,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",7 years,Full-Time,"Sales/Marketing,Marketing/Business Dev",Electrical & Electronics,1001 - 2000 Employees
Posted on 15-Feb-22,Vallen Singapore Pte Ltd (Malaysia Branch),Strategic Sourcing Specialist,,Junior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",3 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Consulting (Business & Management),51 - 200 Employees
Posted on 4-Mar-22,Kee Lin Trading Sdn Bhd,Sales Coordinator,"MYR 2,000 - MYR 2,500",Entry Level,Not Specified,1 year,Full-Time,"Sales/Marketing,Sales - Corporate",General & Wholesale Trading,1 - 50 Employees
Posted on 15-Feb-22,Agensi Pekerjaan Pasona Sdn Bhd,CUSTOMER SERVICE EXECUTIVE (PENANG) (REF: JC),,Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma",1 year,Full-Time,"Services,Customer Service",Human Resources Management / Consulting,1 - 50 Employees
Posted on 3-Mar-22,ALATIN (M) SDN. BHD.,Area Sales Executive,"MYR 2,500 - MYR 3,500",Junior Executive,"Higher Secondary/STPM/'A' Level/Pre-U, Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma",1 year,Full-Time,"Sales/Marketing,Retail Sales",Automobile / Automotive Ancillary / Vehicle,1 - 50 Employees
Posted on 25-Feb-22,Golden Screen Cinemas Sdn Bhd (3609-M),Cinema Supervisor (GSC Gurney Plaza),,Non-Executive,"Primary/Secondary School/O Level, Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma",1 year,Full-Time,"Sales/Marketing,Retail Sales",Entertainment / Media,501 - 1000 Employees
Posted on 17-Feb-22,Flex,Operations Trainer,"MYR 1,500 - MYR 3,000",Non-Executive,"Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma",1 year,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,More than 5000 Employees
Posted on 15-Feb-22,Samtec Asia Pacific (M) Sdn Bhd,Operations Support Specialist (OSS) - (oed2hfwu-oed2hfwu),"MYR 2,500 - MYR 3,500",Junior Executive,Higher Secondary/STPM/'A' Level/Pre-U,3 years,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,201 - 500 Employees
Posted on 20-Feb-22,Citigroup Malaysia,Cash & Trade Proc IntmdAnalyst - (22421492),,Manager,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",,Full-Time,"Accounting/Finance,Banking/Financial",Banking / Financial Services,2001 - 5000 Employees
Posted on 16-Feb-22,Agensi Pekerjaan PERSOLKELLY Malaysia Sdn Bhd,"Purchaser @ Electronics Supplier (ID: 541833) - George Town, Up to RM 3,500","MYR 3,000 - MYR 3,500",Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",1 year,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Human Resources Management / Consulting,201 - 500 Employees
Posted on 23-Feb-22,Pan Malaysian Pools Sdn Bhd,Transitional Leadership Placement Programme,,Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",8 years,Full-Time,"Sales/Marketing,Marketing/Business Dev",Others,201 - 500 Employees
Posted on 14-Feb-22,PARCELHUB,Management Trainees,"MYR 1,500 - MYR 2,600",Entry Level,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Others,51 - 200 Employees
Posted on 17-Feb-22,YOU PIN SDN BHD,Warehouse Assistant,"MYR 1,500 - MYR 2,200",Entry Level,Primary/Secondary School/O Level,2 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",General & Wholesale Trading,1 - 50 Employees
Posted on 15-Feb-22,Samtec Asia Pacific (M) Sdn Bhd,Production Supervisor - (obd2hfwr-obd2hfwr),,Junior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",5 years,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,201 - 500 Employees
Posted on 19-Feb-22,Plexus Manufacturing Sdn Bhd,Program Management Executive ( 2-5 Years Experiences) -Based Penang,,Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",5 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,More than 5000 Employees
Posted on 16-Feb-22,MCT Asia (Penang) Sdn Bhd,Purchaser,,Junior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,1 - 50 Employees
Posted on 23-Feb-22,PERFECT DIRECTION AGENCY,Customer Sales Executive (Exp/ Intern) Immediate,"MYR 2,500 - MYR 5,000",Junior Executive,"Primary/Secondary School/O Level, Diploma, Advanced/Higher/Graduate Diploma",1 year,Full-Time,"Sales/Marketing,Retail Sales",Insurance,1 - 50 Employees
Posted on 24-Feb-22,Jabil Circuit Sdn Bhd,Business Unit Program Manager (Bayan Lepas),,Manager,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",8 years,Full-Time,"Sales/Marketing,Marketing/Business Dev",Electrical & Electronics,More than 5000 Employees
Posted on 4-Mar-22,Domino’s Pizza Malaysia,"Krew Domino's Sunway Carnival, Penang","MYR 1,100 - MYR 1,540",Non-Executive,"Primary/Secondary School/O Level, Higher Secondary/STPM/'A' Level/Pre-U, Professional Certificate",1 year,Full-Time,"Hotel/Restaurant,Food/Beverage/Restaurant",Food & Beverage / Catering / Restaurant,1001 - 2000 Employees
Posted on 16-Feb-22,J&T EXPRESS (MALAYSIA) SDN. BHD.,Legal Manager,,Manager,"Professional Certificate, Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",5 years,Full-Time,"Services,Lawyer/Legal Asst",Transportation / Logistics,More than 5000 Employees
Posted on 1-Mar-22,Agilent Technologies LDA Malaysia Sdn. Bhd.,R&D Project Manager,,Manager,Not Specified,8 years,Full-Time,"Engineering,Electronics",Electrical & Electronics,501 - 1000 Employees
Posted on 10-Mar-22,Company Confidential,技术工程师初级,"MYR 3,500 - MYR 4,900",Entry Level,Not Specified,1 year,Full-Time,"Engineering,Mechanical",,
Posted on 4-Mar-22,Infinite Pay Sdn Bhd,ADMINISTRATIVE EXECUTIVE,"MYR 1,800 - MYR 2,000",Junior Executive,"Primary/Secondary School/O Level, Higher Secondary/STPM/'A' Level/Pre-U",1 year,Full-Time,"Admin/Human Resources,Clerical/Administrative Support",Advertising / Marketing / Promotion / PR,51 - 200 Employees
Posted on 9-Mar-22,Ghee Hiang Manufacturing Co. Sdn. Bhd.,Operator Pengeluaran / Production Operator,"MYR 1,350 - MYR 1,890",Non-Executive,"Primary/Secondary School/O Level, Higher Secondary/STPM/'A' Level/Pre-U, Professional Certificate",1 year,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 21-Feb-22,Intel Technology Sdn. Bhd.,Supply Chain Analyst (fresh grad),,Entry Level,"Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Semiconductor/Wafer Fabrication,More than 5000 Employees
Posted on 10-Mar-22,Marrybrown Sdn Bhd,Counter Crew (Mydin Bukit Mertajam),"MYR 1,100 - MYR 1,200",Non-Executive,"Primary/Secondary School/O Level, Higher Secondary/STPM/'A' Level/Pre-U, Professional Certificate",1 year,Full-Time,"Sales/Marketing,Retail Sales",Food & Beverage / Catering / Restaurant,501 - 1000 Employees
Posted on 21-Feb-22,Jabil Circuit Sdn Bhd,Internship for Business Studies/Administration Students(Purchasing),"MYR 900 - MYR 1,400",Entry Level,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",,Internship,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,More than 5000 Employees
Posted on 22-Feb-22,Jabil Circuit Sdn Bhd,Senior Buyer / Purchasing Supervisor,,Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",4 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,More than 5000 Employees
Posted on 4-Mar-22,ASE Electronics (M) Sdn Bhd,JobStreet Tech Virtual Career Fair (9-11th March 2022),,Junior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",2 years,Full-Time,"Engineering,Electrical",Electrical & Electronics,2001 - 5000 Employees
Posted on 18-Feb-22,Q-Value Add Sdn Bhd,Order Processing Executive,,Junior Executive,"Primary/Secondary School/O Level, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",3 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,1 - 50 Employees
Posted on 16-Feb-22,LAM RESEARCH INTERNATIONAL SDN. BHD.,Financial Analyst (Logistics Finance Group),,Junior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",3 years,Full-Time,"Accounting/Finance,General/Cost Accounting",Semiconductor/Wafer Fabrication,501 - 1000 Employees
Posted on 24-Feb-22,EPS Malaysia,Customer Service & Sales Coordinator (Few vacancies),"MYR 2,500 - MYR 3,800",Junior Executive,"Primary/Secondary School/O Level, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",1 year,Full-Time,"Services,Customer Service",Human Resources Management / Consulting,201 - 500 Employees
Posted on 18-Feb-22,NSW Automation Sdn Bhd,Production Superintendent,"MYR 3,000 - MYR 4,500",Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Full-Time,"Manufacturing,Manufacturing",Heavy Industrial / Machinery / Equipment,51 - 200 Employees
Posted on 11-Mar-22,Foresight Asia PAcific Sdn Bhd,CNC Machinist,,Non-Executive,Primary/Secondary School/O Level,1 year,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 24-Feb-22,HPS Partners Pte Ltd (MY Div),Manufacturing Manager x 2,"MYR 10,000 - MYR 14,000",Manager,"Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",8 years,Full-Time,"Manufacturing,Manufacturing",Human Resources Management / Consulting,1 - 50 Employees
Posted on 18-Feb-22,SEALED AIR (MALAYSIA) SDN. BHD.,Customer Service Partner,,Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",5 years,Full-Time,"Services,Customer Service",Manufacturing / Production,51 - 200 Employees
Posted on 4-Mar-22,Skechers Malaysia Sdn Bhd,"Area Manager (Northern, Klang Valley , Genting Premium Outlet)",,Manager,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",5 years,Full-Time,"Sales/Marketing,Retail Sales",Retail / Merchandise,51 - 200 Employees
Posted on 24-Feb-22,SEATING SBL MALAYSIA SDN. BHD.,Production & Material Planner,"MYR 4,000 - MYR 4,500",Junior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,1 - 50 Employees
Posted on 23-Feb-22,ULTRA CLEAN TECHNOLOGY (MALAYSIA) SDN. BHD.,"Sr Manager, SEA Supply Chain Management",,Senior Manager,Not Specified,10 years,Full-Time,"Services,Logistics/Supply Chain",Semiconductor/Wafer Fabrication,501 - 1000 Employees
Posted on 23-Feb-22,"""K"" LINE LOGISTICS (M) SDN BHD",Ocean Operations Supervisor,"MYR 2,000 - MYR 2,500",Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma",2 years,Full-Time,"Services,Logistics/Supply Chain",Transportation / Logistics,51 - 200 Employees
Posted on 22-Feb-22,Agensi Pekerjaan & Perundingcara Bright Prospect Sdn Bhd,Forwarding (Customer Service Officer/Documentation),"MYR 2,300 - MYR 3,500",Junior Executive,"Primary/Secondary School/O Level, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",1 year,Full-Time,"Services,Customer Service",Human Resources Management / Consulting,1 - 50 Employees
Posted on 1-Mar-22,Hongrita Precision Component (M) Sdn Bhd,Store Clerk,"MYR 1,700 - MYR 2,500",Entry Level,Primary/Secondary School/O Level,,Full-Time,"Admin/Human Resources,Clerical/Administrative Support",Manufacturing / Production,51 - 200 Employees
Posted on 4-Mar-22,Kobay G Sdn Bhd,Asst Sales & Marketing Executive Cum Driver (License E),,Non-Executive,Primary/Secondary School/O Level,1 year,Full-Time,"Services,Logistics/Supply Chain",Property / Real Estate,501 - 1000 Employees
Posted on 2-Mar-22,IPG PRINTING (M) SDN. BHD.,Warehouse Assistant,,Entry Level,Primary/Secondary School/O Level,1 year,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Printing / Publishing,51 - 200 Employees
Posted on 28-Feb-22,Lucky Food Processing Sdn Bhd,Production Executive,,Entry Level,"Primary/Secondary School/O Level, Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma",1 year,Full-Time,"Manufacturing,Manufacturing",Food & Beverage / Catering / Restaurant,51 - 200 Employees
Posted on 28-Feb-22,BABA ECO GROUP BHD,Order Processing Office / Executive,"MYR 2,500 - MYR 3,500",Junior Executive,Not Specified,1 year,Full-Time,"Services,Customer Service",Manufacturing / Production,51 - 200 Employees
Posted on 14-Mar-22,Fishergold Food Industries Sdn Bhd,Operator,,Non-Executive,Not Specified,1 year,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,1 - 50 Employees
Posted on 6-Mar-22,VAT Manufacturing Malaysia Sdn Bhd,D365 Finance & Supply Chain Management Developer,,Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",4 years,Full-Time,"Computer/Information Technology,IT-Software",Manufacturing / Production,501 - 1000 Employees
Posted on 8-Mar-22,CP-Crystal Pure Industries Sdn Bhd,Lorry Driver,"MYR 1,800 - MYR 2,000",Non-Executive,Not Specified,,Full-Time,"Others,General Work",Manufacturing / Production,51 - 200 Employees
Posted on 2-Mar-22,Chis International Technical Resources Sdn Bhd (KL),Order Processing Officer,"MYR 2,700 - MYR 3,780",Junior Executive,"Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",5 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt,Admin/Human Resources,Clerical/Administrative Support",Human Resources Management / Consulting,1 - 50 Employees
Posted on 25-Feb-22,Plexus Manufacturing Sdn Bhd,Warehouse Department Manager,,Manager,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",10 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,More than 5000 Employees
Posted on 9-Mar-22,Zebra Technologies (M) Sdn Bhd,Sales Operations Analyst  II,,Junior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",4 years,Full-Time,"Admin/Human Resources,Clerical/Administrative Support",Computer / Information Technology (Software),More than 5000 Employees
Posted 17 hours ago,Company Confidential,Wealth Planner,"MYR 6,000 - MYR 8,400",Senior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",5 years,Full-Time,"Sales/Marketing,Sales - Financial Services",,
Posted on 10-Mar-22,MS Global Freight Solution Sdn Bhd,"Sales Executive - based in KL, JOHOR, PENANG","MYR 3,000 - MYR 4,000",Junior Executive,"Higher Secondary/STPM/'A' Level/Pre-U, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Full-Time,"Services,Logistics/Supply Chain",Transportation / Logistics,1 - 50 Employees
Posted on 10-Mar-22,Jora Jobs,Office Coordinator,,Entry Level,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",,Full-Time,"Admin/Human Resources,Clerical/Administrative Support",Human Resources Management / Consulting,1 - 50 Employees
Posted on 24-Feb-22,Eng Teknologi Sdn. Bhd.,Logistic Officer,"MYR 3,500 - MYR 5,000",Senior Executive,"Diploma, Advanced/Higher/Graduate Diploma",3 years,Full-Time,"Services,Logistics/Supply Chain",Manufacturing / Production,201 - 500 Employees
Posted on 25-Feb-22,Company Confidential,Account/Supply Chain Manager,,Manager,"Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",8 years,Contract,"Services,Logistics/Supply Chain",,
Posted on 5-Mar-22,Gennex Technology (M) Sdn Bhd,Customer Service Executive,,Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",,Full-Time,"Services,Customer Service",Electrical & Electronics,1 - 50 Employees
Posted on 7-Mar-22,Renesas Electronics (Penang) Sdn. Bhd  (formerly known as Integrated Device Tech,JobStreet Tech Virtual Career Fair (9-11th March 2022),,Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",3 years,Full-Time,"Engineering,Electronics",Manufacturing / Production,501 - 1000 Employees
Posted on 23-Feb-22,CMS Logistics (M) Sdn Bhd,Logistics Customer Service cum Documentation,"MYR 1,500 - MYR 2,800",Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",1 year,Full-Time,"Services,Logistics/Supply Chain",Transportation / Logistics,1 - 50 Employees
Posted on 5-Mar-22,Matthews International Malaysia Sdn. Bhd. (formerly known as Schawk Imaging),JobStreet Tech Virtual Career Fair (9-11th March 2022),,Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",1 year,Full-Time,"Arts/Media/Communications,Arts/Creative Design,Manufacturing,Manufacturing",Arts / Design / Fashion,501 - 1000 Employees
Posted on 1-Mar-22,AGENSI PEKERJAAN JS STAFFING SERVICES SDN BHD,Order Management Analyst (SAP) - Bayan Lepas,"MYR 4,000 - MYR 4,500",Junior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",4 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Human Resources Management / Consulting,1 - 50 Employees
Posted on 12-Mar-22,Jora Jobs,Sales Clerk,,Non-Executive,"Primary/Secondary School/O Level, Higher Secondary/STPM/'A' Level/Pre-U, Professional Certificate",1 year,Full-Time,"Sales/Marketing,Retail Sales",Human Resources Management / Consulting,1 - 50 Employees
Posted on 9-Mar-22,Adventus IT Services (Malaysia) Sdn Bhd,Operations Executive (6 Months Contract),"MYR 2,500 - MYR 3,500",Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",1 year,Full-Time,"Admin/Human Resources,Clerical/Administrative Support",Computer/Information Technology (Hardware),1 - 50 Employees
Posted on 1-Mar-22,Jabil Circuit Sdn Bhd,Production & Demand Planner (EMS Background) Bayan Lepas,,Junior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,More than 5000 Employees
Posted on 9-Mar-22,Alpha Connection Sdn Bhd,Junior Sales Executive,"MYR 3,000 - MYR 4,200",Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",3 years,Full-Time,"Sales/Marketing,Marketing/Business Dev",Polymer / Plastic / Rubber / Tyres,1 - 50 Employees
Posted on 24-Feb-22,Siang Pharmacy Sdn Bhd,Pharmacist (Purchasing Executive),"MYR 4,500 - MYR 6,000",Junior Executive,Not Specified,1 year,Full-Time,"Healthcare,Pharmacy",Retail / Merchandise,51 - 200 Employees
Posted on 24-Feb-22,CPI (Penang) Sdn. Bhd.,Logistics Officer,,Junior Executive,"Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Full-Time,"Services,Logistics/Supply Chain",Manufacturing / Production,201 - 500 Employees
Posted on 9-Mar-22,EasyParcel Sdn. Bhd.,Project Support,"MYR 1,800 - MYR 2,200",Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Full-Time,"Services,Customer Service",Computer / Information Technology (Software),51 - 200 Employees
Posted on 12-Mar-22,Jora Jobs,General Worker,,Non-Executive,"Primary/Secondary School/O Level, Higher Secondary/STPM/'A' Level/Pre-U, Professional Certificate",1 year,Full-Time,"Others,General Work",Human Resources Management / Consulting,1 - 50 Employees
Posted on 12-Mar-22,Jora Jobs,Machine Operator (Casual/Temporary),,Non-Executive,"Primary/Secondary School/O Level, Higher Secondary/STPM/'A' Level/Pre-U, Professional Certificate",1 year,Temporary,"Manufacturing,Manufacturing",Human Resources Management / Consulting,1 - 50 Employees
Posted 9 hours ago,EUROPACK INDUSTRIES (M) SDN. BHD.,SALES COORDINATOR,"MYR 1,800 - MYR 2,500",Junior Executive,"Higher Secondary/STPM/'A' Level/Pre-U, Diploma, Advanced/Higher/Graduate Diploma",1 year,Full-Time,"Sales/Marketing,Sales - Corporate",Printing / Publishing,1 - 50 Employees
Posted on 11-Mar-22,Plexus Manufacturing Sdn Bhd,Test Engineering Director,,Senior Manager,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",7 years,Full-Time,"Manufacturing,Manufacturing",Electrical & Electronics,More than 5000 Employees
Posted on 4-Mar-22,Agensi Pekerjaan SRM Sdn Bhd,KA130 Senior Logistics Executive (Penang),,Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",4 years,Full-Time,"Services,Logistics/Supply Chain",Human Resources Management / Consulting,1 - 50 Employees
Posted on 10-Mar-22,Jora Jobs,Operation Assistant (Packer),,Non-Executive,"Primary/Secondary School/O Level, Higher Secondary/STPM/'A' Level/Pre-U",1 year,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Human Resources Management / Consulting,1 - 50 Employees
Posted on 7-Mar-22,TF AMD MICROELECTRONICS (PENANG) SDN. BHD.,Internship - Operations,,Entry Level,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",,Internship,"Sales/Marketing,Marketing/Business Dev",Electrical & Electronics,2001 - 5000 Employees
Posted on 11-Mar-22,Sunway Enterprise (1988) Sdn Bhd,Executive - Sales (Material Handling Equipment),,Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",1 year,Full-Time,"Sales/Marketing,Retail Sales",General & Wholesale Trading,More than 5000 Employees
Posted on 12-Mar-22,Jora Jobs,PRODUCTION OPERATOR,,Non-Executive,"Primary/Secondary School/O Level, Higher Secondary/STPM/'A' Level/Pre-U, Diploma, Advanced/Higher/Graduate Diploma",1 year,Full-Time,"Manufacturing,Manufacturing",Human Resources Management / Consulting,1 - 50 Employees
Posted on 9-Mar-22,Agensi Pekerjaan Pasona Sdn Bhd,CUSTOMER ,"MYR 2,500 - MYR 3,500",Junior Executive,"Higher Secondary/STPM/'A' Level/Pre-U, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",1 year,Full-Time,"Services,Logistics/Supply Chain",Human Resources Management / Consulting,1 - 50 Employees
Posted 21 hours ago,Jora Jobs,Store Assistant,,Non-Executive,"Primary/Secondary School/O Level, Higher Secondary/STPM/'A' Level/Pre-U, Professional Certificate",1 year,Full-Time,"Sales/Marketing,Retail Sales",Human Resources Management / Consulting,1 - 50 Employees
Posted on 9-Mar-22,LAM RESEARCH INTERNATIONAL SDN. BHD.,Internship for IT (Computer Studies) students,,Entry Level,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",,Full-Time,"Services,Logistics/Supply Chain",Semiconductor/Wafer Fabrication,501 - 1000 Employees
Posted on 8-Mar-22,"""K"" LINE LOGISTICS (M) SDN BHD",SALES & MARKETING EXECUTIVE,"MYR 2,500 - MYR 3,500",Junior Executive,"Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Full-Time,"Services,Logistics/Supply Chain",Transportation / Logistics,51 - 200 Employees
Posted on 9-Mar-22,Ambu Sdn Bhd,Industrial Trainee -- Supply Chain (Intern),,Entry Level,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",,Internship,"Services,Logistics/Supply Chain",Manufacturing / Production,1001 - 2000 Employees
Posted on 4-Mar-22,CMS Logistics (M) Sdn Bhd,SENIOR OPERATION EXECUTIVE,"MYR 2,500 - MYR 4,000",Senior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Full-Time,"Services,Logistics/Supply Chain",Transportation / Logistics,1 - 50 Employees
Posted 22 hours ago,Aubella Tour & Travel Sdn. Bhd.,Customer Relationship Officer,,Junior Executive,"Higher Secondary/STPM/'A' Level/Pre-U, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",3 years,Full-Time,"Services,Customer Service",Travel / Tourism,1 - 50 Employees
Posted on 12-Mar-22,Jora Jobs,Storekeeper,,Non-Executive,"Primary/Secondary School/O Level, Higher Secondary/STPM/'A' Level/Pre-U, Professional Certificate",1 year,Full-Time,"Sales/Marketing,Retail Sales",Human Resources Management / Consulting,1 - 50 Employees
Posted on 10-Mar-22,Cypress Semiconductor (Malaysia) Sdn. Bhd.,Staff Specialist Global Sample Management,,Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",5 years,Full-Time,"Services,Logistics/Supply Chain",Semiconductor/Wafer Fabrication,201 - 500 Employees
Posted on 8-Mar-22,Flex,Material Manager - (WD133135),,Manager,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,More than 5000 Employees
Posted on 11-Mar-22,Benchmark Electronics IPO Division,Materials Quote Specialist,,Junior Executive,Not Specified,5 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,51 - 200 Employees
