"id","posted_date","company_name","job_title","salary","position_level","qualification","years_of_experience","job_type","job_specialisation","industry","company_size","job_description","min_qualification","min_qualification_broad"
2090,"Posted on 24-Feb-22","Knowles Electronics (M) Sdn. Bhd.","Global Supply Chain Analyst","","Junior Executive","Bachelor's Degree, Post Graduate Diploma, Professional Degree","5 years","Full-Time","Services,Logistics/Supply Chain","Electrical & Electronics","2001 - 5000","Job Description:,This position reports to the Global Planning Manager.,Analyze performance data,clearly identify gaps,and develop recommendations to improve efficiency of current supply chain planning processes.,Work with cross-functional teams to lead or execute management-assigned or self-initiated projects, to ensure the identified project targets are achieved according to plan.,Support Global Planning Manager, Global Material Planners and Master Scheduler to deep-dive current planning processes for optimization and improvement.,Work with cross-functional teams, i.e. Factory Planning, Procurement/Category Managers and Business Unit, to develop action plan and drive balance between revenue and inventory targets.,Support the continuous improvement of operational excellence, and optimization of supply chain processes and procedures with cross-functional teams.,Perform regular reporting and ad-hoc requests as required.,To be successful in this role, you will need to have:,Bachelor’s Degree in any discipline with minimum 5 years of experience in supply chain planning is required.,Strong verbal and written communication skills.,Good sense of urgency with a strong ability to set priorities.,Ethical Business Practices - Accountability, Honesty, and Integrity.,Self-motivated; able to take the initiative and work with minimum supervision and direction.,Strong logical thinking and analytical skills.,Fast learner under pressure.","Bachelor's Degree","High-skilled"
2099,"Posted 8 hours ago","Lam Research","Program/Project Manager 3","","Not Specified","Not Specified","","","Services,Logistics/Supply Chain","",NA,"This position will have significant experience in delivering objectives and supporting Lam Manufacturing Training facility. The role is that of an individual contributor who is a self- starter and able to operate independently of day-to-day supervision.,This position requires to analyze data in SAP, internal shortage tool to identify, validate and roll up material risk, supports expediting key material to meet manufacturing and customer delivery dates. The pivotal function of this job is alarming material risks in advance and escalate on time to prevent shipment risk.,He or she requires to work with internal supply chain team consists of Buyers, Commodity, Supply Business Managers and leadership to find all possible solutions to mitigate etc material allocation priority, Problem Report status change, sell back, de-kit option,The person will act as interface to cross functional team consists of manufacturing, order fulfillment, logistics, engineering to ensure the manufacturing production and customer delivery are meet.,Factory support should be capable of scenario planning based on provided forecasted plan to share supplier healthiness and drive root cause action plan for improving internal process to prevent shipment delay. He/she also need to actively identify and engage in inside lead time material risk to identify gating parts, support pull in and alarming material change by Order BOM change or engineering change request,-","Not Specified","Not Specified"
2101,"Posted on 16-Mar-22","SUNLITE ELECTRONIC","WAREHOUSE ASSISTANT SUPERVISOR","","Not Specified","Not Specified","","Full-Time","Services,Logistics/Supply Chain","Others",NA,"Description,Planning, managing and adjusting staffing levels to meet daily operational requirements within the warehouse . Give daily briefing to team. Supervise and control order picking, goods in, goods out operations to ensure accuracy with minimum handling and stock damage. Supervise and control order picking, goods in, goods out operations to ensure accuracy with minimum handling and stock damage. Ensuring 5S housekeeping standards are maintained at all time.,Company,SUNLITE ELECTRONIC (MALAYSIA) SDN. BHD.'s business includes ELECTRONIC AND COMPONENTS PARTS, LIGHT EMITTING DIODE (LED) MODULE AND BOX BUILD, LED PACKAGING (INFRA RED(IR) LED, ULTRA VIOLET (UV) LED,ETC) MEDICAL DEVICES AND INTERNET OF THING (IOT) DEVICES, GRAPHIC CALCULATOR, AIR PURIFIER AND AS INVESTMENT HOLDING COMPANY.,SUNLITE ELECTRONIC (MALAYSIA) SDN. BHD. is a private limited company and has been existed for 2 years.,-","Not Specified","Not Specified"
2102,"Posted 12 hours ago","Jabil","Assistant Purchasing Manager","","Not Specified","Not Specified","","Full-Time","Manufacturing,Purchasing/Material Mgmt","Electrical & Electronics","> 5000","At Jabil we strive to make ANYTHING POSSIBLE and EVERYTHING BETTER. With over 260,000 diverse, talented and dedicated employees across 100 locations in 30 countries, our vision is to be the most technologically advanced and trusted manufacturing solutions provider. We combine an unmatched breadth and depth of end-market experience, technical and design capabilities, manufacturing know-how, supply chain insights and global product management expertise to enable success for the world’s leading brands. We are driven by a common purpose to make a positive impact for each other, our communities, and the environment.,JOB SUMMARY,Take the initiative and\or assist Purchasing Manager in responsible for ensuring that materials supply equals demand, optimizing overall cost of Purchasing, supporting the business development effort with current and potential customers, and development / implementation of purchasing strategies.,ESSENTIAL DUTIES AND RESPONSIBILITIES,·         Assist Purchasing Manager in leading and administrate the Purchasing organization.,·         Support the development and implementation of Supply Chain strategies and systems.,·         Optimize the overall cost of materials and ensure that materials supply equals demand.,·         Execute Purchasing and Materials Planning functions according to the business objectives and policies and procedures.,·         Ensure all purchases orders are placed with pricing and terms & conditions that are negotiated and agreed to by Jabil Commodity Managers and Buyers.,·         Ensure that Operation's supply base contributes to success of the Operation and that suppliers are selected based on overall cost effectiveness and their ability to meet Jabil's requirements. Monitor, track, and provide feedback on suppliers' performance on overall cost, delivery, and quality.,·         Maintains an open, non-political culture that encourages employees to focus on maximizing the performance of the company and customer service.,·         Support the development of Jabil Supply Chain strategies and systems. Obtain feedback from Customers/BUs and suppliers. Collaborate with Jabil SCM, other Jabil Operations, suppliers, and customers to develop supply chain solution that improves Jabil's performance and service levels.,·         Support customers/BUs business need using Jabil's standard processes where possible and customized solutions where necessary. Influence customers/BUs in order to leverage Jabil's Supply Chain solutions.,·         Execute Purchasing and Materials Planning functions according to the business objectives and policies and procedures. Continuously improve efficiency, accuracy, and effectiveness of the functions. Drive down overall cost of materials including component pricing, freight expenses, administration expenses, materials liability, and high stock.,·         Enforce the Corporate “Rules of the Road” Commandment and Cultural Creeds, Corporate and Operation’s policies procedures,·         May perform other duties and responsibilities as assigned.,JOB QUALIFICATIONS,KNOWLEDGE REQUIREMENTS,·         Extremely strong skills in communication, leadership, business analysis, process development, administration and change management are required.,·         Ability to solve practical problems and deal with a variety of concrete variables in situations where only limited standardization exists.,·         Ability to cost of managing materials, material price variance.,·         Ability to manage Days of Supply-MPS, potential excess material, potential obsolete material, high stocks.,·         Proficiency in use of personal computers, Microsoft Office products (Excel, Word and PowerPoint) and e-mail skills required.,EDUCATION & EXPERIENCE REQUIREMENTS,·         Bachelor’s degree preferred.,·         Minimum five years of experience and required industry experience, including two years in supervisory role; or equivalent combination of education and experience.,·         APICS and CPM certifications preferred.,Jabil, including its subsidiaries, is an equal opportunity employer and considers qualified applicants for employment without regard to race, color, religion, national origin, sex, sexual orientation, gender identify, age, disability, genetic information, veteran status, or any other characteristic protected by law.,-","Not Specified","Not Specified"
2119,"Posted on 19-Feb-22","MPLEX TECHNOLOGY SDN. BHD.","Purchaser Cum Sales Coordinator","","Not Specified","Not Specified","","Full-Time","Manufacturing,Purchasing/Material Mgmt","Manufacturing / Production","1 - 50","Job Responsibility,â¢ To provide support to sales team,â¢ To update and maintain the products data and price list in system,â¢ Shipment & sales follow up,â¢ Responsible for monitoring, data collection and development of structural material suppliers, maintenance and improvement of supplier pool data,â¢ Establish and maintain professional relationships with all suppliers.,â¢ Evaluate suppliers technical, quality assurance and delivery capabilities to form assessment reports.,â¢ To work up with project / engineering team, source the right items based on designated BOM (Bill of Materials),â¢ Monitoring and maintain internal BOM (Bill of Material),â¢ Sourcing available products to find the best combination of quality, price and delivery,â¢ Identify damaged or defective goods and work out an alternative solution with the supplier.,â¢ Ad-hoc duties when assigned by superior,Job Requirements,Job Benifits,EPF,SOCSO,Annual Leave,-","Not Specified","Not Specified"
2120,"Posted 12 hours ago","Jabil","Purchasing Supervisor","","Not Specified","Not Specified","","Full-Time","Manufacturing,Purchasing/Material Mgmt","Electrical & Electronics","> 5000","At Jabil we strive to make ANYTHING POSSIBLE and EVERYTHING BETTER. With over 260,000 diverse, talented and dedicated employees across 100 locations in 30 countries, our vision is to be the most technologically advanced and trusted manufacturing solutions provider. We combine an unmatched breadth and depth of end-market experience, technical and design capabilities, manufacturing know-how, supply chain insights and global product management expertise to enable success for the world’s leading brands. We are driven by a common purpose to make a positive impact for each other, our communities, and the environment.,SUMMARY,Lead and administrate the Purchasing Staff within the Workcell, support the development and implementation of Supply Chain strategies and systems, ensure that materials supply equal demand, and optimize overall cost of materials.,ESSENTIAL DUTIES AND RESPONSIBILITIES include the following. Other duties may be assigned.,LEADERSHIP AND MANAGEMENT RESPONSIBILITIES,Recruitment and Retention:,·         Recruit and interview Purchasing Staff.,·         Communicate criteria to recruiters for Purchasing Staff position candidates.,·         Monitor team member turnover; identify key factors that can be improved; make improvements.,Employee and Team Development:,·         Identify individual and team strengths and development needs on an ongoing basis.,·         Create and/or validate training curriculum in area of responsibility.,·         Coach and mentor Materials staff to deliver excellence to every internal and external customer.,·         Create and manage succession plans for Materials function.,Performance Management:,·         Establish clear measurable goals and objectives by which to determine individual and team results (i.e. operational metrics, results against project timelines, training documentation, attendance records, knowledge of operational roles and responsibilities, personal development goals).,·         Solicit ongoing feedback from Workcell Manager (WCM), Business Unit Manager (BUM), peers and team member on team member’s contribution to the Workcell team. Provide ongoing coaching and counseling to team member based on feedback.,·         Express pride in staff and encourage them to feel good about their accomplishments.,·         Perform team member evaluations professionally and on time.,·         Drive individuals and the team to continuously improve in key operational metrics and the achievement of the organizational goals.,·         Coordinate activities of large teams and keep them focused in times of crises.,·         Ensure recognition and rewards are managed fairly and consistently in area of responsibility.,Communication:,·         Provide weekly communication forum for the exchange of ideas and information with the department.,·         Organize verbal and written ideas clearly and use an appropriate business style.,·         Ask questions; encourage input from staff.,·         Assess communication style of individual team members and adapt own communication style accordingly.,FUNCTIONAL MANAGEMENT RESPONSIBILITIES,Business Strategy and Direction:,·         Know and understand the campus strategic directions.,·         Define, develop and implement a Materials strategy, which contributes to the campus strategic directions.,·         Develop an understanding of the Workcell business strategy as it pertains to Materials.,·         Provide regular updates to BUM, WCM, and Materials Manager on the execution of the strategy.,Cost Management:,·         Identify creative ways to reduce cost by streamlining processes and systems (i.e. modification of responsibilities or consolidation of tasks, elimination of non-value-added processes, or complete re-engineering of processes and systems).,·         Utilize tools to monitor departmental cost and cost trends, striving continuously to improve value.,·         Provide feedback to peers (BUM, WCM, and Functional Managers on cost and cost trends.,Forecast Development and Accuracy:,·         Prepare timely forecasts for the department.,·         Compare forward forecast results to historical actual results for trend assessment and analysis.,TECHNICAL MANAGEMENT RESPONSIBILITIES,·         Provide feedback and support development of Jabil Supply Chain initiatives and strategies.,·         Ensure Workcell’s execution to Jabil Supply Chain strategies.,·         Support customer’s business needs using standard process where possible and customized solutions where necessary.,·         Influence customer in order to leverage Jabil’s Supply Chain solutions.,·         Ensure that Purchasing takes an active role in having realistic MPS loading through materials sizing process.,·         Monitor and ensure materials supply meet the MRP requirements to support production. Identify and support resolve disconnects such as shortages, non-conformance, high stock, excess / obsolete materials are continuously monitored and resolved.,·         Ensure that the Workcell is focused to drive down the overall cost of materials including component pricing, freight expenses, materials liability, and cost of managing materials.,·         Lead the price administration process to ensure (1) data integrity, (2) accurate Standard Costs, and (3) Quoted Costs to the Customer that are competitive and maximize the amount of favorable Materials Price Variance (MPV).,·         Ensure all purchase orders are placed with pricing and terms & conditions, which are negotiated and agreed to by Jabil Commodity Managers and Planner/Buyers.,·         Adhere to all safety and health rules and regulations associated with this position and as directed by supervisor.,·         Comply and follow all procedures within the company security policy.,MINIMUM REQUIREMENTS,High School Diploma or equivalent and three to five years of experience required. Bachelor’s degree in Materials Management, Business Administration, or equivalent preferred.,Jabil, including its subsidiaries, is an equal opportunity employer and considers qualified applicants for employment without regard to race, color, religion, national origin, sex, sexual orientation, gender identify, age, disability, genetic information, veteran status, or any other characteristic protected by law.,-","Not Specified","Not Specified"
2121,"Posted on 15-Mar-22","Intradeco","STOREKEEPER / WAREHOUSE ASSISTANT","","Not Specified","Not Specified","","Contract","Manufacturing,Purchasing/Material Mgmt","Computer/Information Technology (Hardware)","51 - 200","Description,•    Assist in warehouse operations (Receiving, Picking and Packing) to ensure on-time and accurate delivery of order within KPI is meet.,•    Perform data entry into the Warehouse Management System (WMS).,•    Operates reach-truck and pallet runner.,•    Adopt good housekeeping and overall safety practice to achieve well-organized and safe-working environment.,•    And any other duties assigned from time to time,Company,We are in the northern IT market for more than 30 years with strong financial and technical background. We have around 80 employees supporting our northern region customer.,Intradeco is supplying 1 stop IT solutions where we are assisting our valued customer from servicing them with supplying hardware, outsourcing of headcounts, IT Enterprise solutions and structured cabling solutions.,Intradeco has demonstrated its track records with having long term business partnership with its customers (mostly MNC based Corporation).,We serve our customers by providing them the flexibility in the most comfortable support with throughout understanding of their business need.,-","Not Specified","Not Specified"
2123,"Posted 9 hours ago","Micron Semiconductors","Mfg Planner","","Not Specified","Not Specified","","Full-Time","Services,Logistics/Supply Chain","",NA,"Our vision is to transform how the world uses information to enrich life for all.,Join an inclusive team passionate about one thing: using their expertise in the relentless pursuit of innovation for customers and partners. The solutions we build help make everything from virtual reality experiences to breakthroughs in neural networks possible. We do it all while committing to integrity, sustainability, and giving back to our communities. Because doing so can fuel the very innovation we are pursuing.,JR17283 Mfg Planner,Responsibilities:,Monitor materials inventories, tracks progress of production, and review factors which affect schedules,Communicate productions schedules to manufacturing team,Identify and communicate capacity constraints,Identify and initiate corrective actions to recurring root causes that cause missed schedules,Find creative ways to resolve problems,Recognition of when a problem must be advanced,Capacity Modeling,Ensure area tool capacity can meet output requirements,Ensure accuracy through periodic data quality audits,Adjust models as needed to provide appropriate functionality & accuracy,Identify opportunities to minimize capex,See opportunities to maximize the use of existing capital,Data Analysis,Analyze raw data through statistical data analysis tools,Make data driven decisions and recommendations to customers,Scenario Process,Analyze scenarios to understand the impact,Quantify capital needs and highlight opportunities to minimize capital expenditure,Share the analysis & involve partners in strategic decisions,Capital Process,Ensure accurate submit dates, lead times and pricing information is maintained in capital planning system,Provide sufficient justification for capital requests to partners and site leadership,About Micron Technology, Inc.,We are an industry leader in innovative memory and storage solutions transforming how the world uses information to enrich life for all. With a relentless focus on our customers, technology leadership, and manufacturing and operational excellence, Micron delivers a rich portfolio of high-performance DRAM, NAND, and NOR memory and storage products through our Micron® and Crucial® brands. Every day, the innovations that our people create fuel the data economy, enabling advances in artificial intelligence and 5G applications that unleash opportunities — from the data center to the intelligent edge and across the client and mobile user experience.,Please note that in order to assist in providing a safe and healthy workplace for all Micron team members, new employment offers for jobs based in India, Malaysia, Singapore, and the U.S., are contingent upon the applicant’s provision of a copy of their COVID-19 vaccination document to Micron on a confidential basis prior to their scheduled start date confirming that they have completed the COVID-19 vaccination process, subject to any written request for medical or religious accommodation and to the extent permitted by applicable law.,To learn more, please visit ***************,All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran or disability status.,To request assistance with the application process and/or for reasonable accommodations, please contact ************@micron.com,Micron Prohibits the use of child labor and complies with all applicable laws, rules, regulations, and other international and industry labor standards.,Micron does not charge candidates any recruitment fees or unlawfully collect any other payment from candidates as consideration for their employment with Micron.,-","Not Specified","Not Specified"
2129,"Posted on 7-Mar-22","Adecco Personnel Sdn Bhd","Logistic Executive cum Production Control","MYR�3,800 - MYR�4,500","Junior Executive","Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","3 years","Full-Time","Services,Logistics/Supply Chain","Human Resources Management / Consulting","201 - 500","General,Meet and exceed customer requirements at every stage of the order fulfilment process by assuming responsibility for total customer satisfaction.,Maintain contact with the customer or supplier throughout the duration of an order, delivery, communicating both positive and negative occurrences.,Follow up delivery of materials and purchasing related function.,Interface with suppliers & production to ensure subpart or raw materials are brought in according to schedule to meet production and inventory goals .,Coordinate with Production on shipment and recovery plan if necessary.,Prepare MOQ listing and request for MOQ order from customer for EOL parts.,Track/ analyse/ report inventory.,Production Planning,To plan and prepare Weekly Production schedule according to forecast or customer order and create weekly production work orders.,Prepare and update daily output report, weekly production schedule and monthly production plan & reports.,Updating weekly buffer requirement as per latest forecast demand for production stock preparation.,Manage EOL stocked in supplier site Logistic Planning.,Total Logistic,To handle independently both on import & export shipment, distribution & documentation.,Liaise with forwarder on the custom clearance.,Request rate and prepare the shipping costing.,Familiar with customs procedure & liaise with forwarder on the Customs Clearance.,Requirements,Min SPM / STPM / Certificate or Degree Holder preferable in Supply Chain/ Logistic/ Planning or equivalent.,At least 3 years experience in Planning & Logistics.,Good communication and problem solving skills.,Proficient in MS office applications.","Diploma","High-skilled"
2130,"Posted on 4-Mar-22","Plexus Manufacturing Sdn Bhd","Customs and Trade Compliance Engineer","","Junior Executive","Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree","2 years","Full-Time","Services,Logistics/Supply Chain","Electrical & Electronics","> 5000","Job Responsibilities:,Assists Export Compliance Manager implement export processes and controls for U.S. Exports leaving Malaysia and produce classifications.,Responsible for audit and record keeping program for import/exports activities in Malaysia.,Responsible for screening and record keeping of End Use Statements for procurement of strategic/controlled items.,Participate in Continuous Improvement Activities in relation to Customs and Trade Compliance.,Interface with customers, government agencies, advisors and other third parties on trade compliance issues.,Conduct audits to ensure compliance with export regulations.,Participate in Customs and Trade Protection Against Terrorism (C-TPAT) program and drive for supply chain compliance.,Additional duties as assigned by Management.,Job Requirements:,Bachelor Degree in Engineering, Chemical Engineering and Logistic Management ,Requires the ability to understand, interpret, and maintain compliance with federal and foreign regulations governing the shipment movements and related documentation.,Must have experience in developing and managing activities related to import/export compliance and licensing in support of international business development activities.,Highly organized and adaptable a dynamic working environment. Commitment to high integrity and professionalism in business conduct.,Candidate must have discipline, teamwork spirit & passion in learning in-depth of the subject topic.,Capable of critical & analytical thinking and problem-solving skills set is essential for the job.,Possess MS Office Skills specifically in Word, Excel, PowerPoint to perform formal official correspondence, manage reports & training materials.,Verbal and Written Communication in English & Bahasa Malaysia capabilities are essential.","Bachelor's Degree","High-skilled"
2132,"Posted on 8-Mar-22","GAOYA FURNITURE INDUSTRIES SDN. BHD.","Store Keeper","","Junior Executive","Not Specified","2 years","Full-Time","Manufacturing,Purchasing/Material Mgmt","Manufacturing / Production","51 - 200","JOB RESPONSIBILITY,·        To be responsible for daily store activities such as receiving, storage, packing and scheduling deliveries.,·        Loading/ unloading of goods as well as to do order picking according to Packing List or Delivery Order.,·        To ensure items are properly stacked and arrange with accurate quantity.,·        To Loading/ unloading Container.,·        Keep internal and external stores area clean and tidy.,·        Security of stores areas.,·        To ensure high accuracy of stock.,·        To perform all assigned tasks/ activities in a timely manner.,·        To carry out additional duties and responsibilities as instructed by the superior or management from time to time,Requirements,·        Candidate must possess at least Higher Secondary/STPM/""A"" Level/Pre-U/Professional Certificate or Diploma/Advanced/Higher/Graduate Diploma in any field.,·        At least 2 Year(s) of working experience in the related field is required for this position.,·        Fluent in Bahasa Malaysia.,·        Able to work independently with minimal supervision,·        Good leadership","Not Specified","Not Specified"
2135,"Posted on 10-Mar-22","Penfabric Sdn. Berhad","Supply Chain Analyst","","Junior Executive","Bachelor's Degree, Post Graduate Diploma, Professional Degree","1 year","Full-Time","Services,Logistics/Supply Chain","Textiles/Garment","501 - 1000","Job Duties :,Coordinate and follow up on yarn purchase from supplier & work with grey planning team & Sales to get in targeted order.,Must be able to communicate well with Sales Staff & other department staffs.,To negotiate with supplier on quality matter, delivery and other related matter.,To deal with Mills on delivery & requirement & work with Mills to settle whatever issue which may arise.,Posses positive thinking and interest on Textiles industry.,Must be able to adjust tasks and focus in accordance with changing deadlines and priorities.,Requirements:,Minimum 1-2 years related experience and/or training; or equivalent combination of education and experiences.,Proficient with MS Office including Outlook, Word and Excel.,Candidate must be willing to work in Seberang Perai, Penang.","Bachelor's Degree","High-skilled"
2136,"Posted on 5-Mar-22","Robert Bosch (M) Sdn Bhd","International Transport Manager","","Manager","Bachelor's Degree, Post Graduate Diploma, Professional Degree","5 years","Full-Time","Services,Logistics/Supply Chain","Manufacturing / Production","1001 - 2000","Company Description,At Bosch, we shape the future by inventing high-quality technologies and services that spark enthusiasm and enrich people’s lives. Our promise to our associates is rock-solid: we grow together, we enjoy our work, and we inspire each other. Join in and feel the difference., ,Job Description, ,* Forecast alignment with plant planners on freight volume and allocate volume among charter and commercial flights among LSPs,* LSP management,    * Work with LSPs to prepare capacity and space based on forecast, and solve bottleneck in case of space shortage,    * Monthly KPI monitoring with LSP and report back to plant  ,    * Manage LSPs in case of operational deviations. This includes requesting the LSPs to provide root cause analysis and PDCA to monitor improvement,    * Record and track damage cases, manage the communication with LSPs to clarify the cases and inform the plant about results, also request 8D report if necessary,    * Trigger claims and chargeback process when applicable, including both damage claim and service failure penalty claim,* Support fluctuation of shipment modes i.e. Standard to Fast, based on actual demand and lead time,* On-board LSP and ensure smooth transition from existing LSP to new LSPs,* Drive continuous improvement projects to improve efficiency, reduce lead time and save cost for plant or its customers,* Freight cost management including reporting, CF and BP budgeting,* Support any other queries related to transport from plants, for example, new route, new transport mode support and implementation,* Set up transport process and team for any new plant if applicable,* Back up for transport execution and operations, including shipment booking, transport order entry into TMS, track and trace, damage etc.., ,Qualifications,* Bachelor Degree in Logistics or related fields;,* > 5 years experiences in international transportation and LSP management; ,* > 2 years in process optimization, lean or six sigma certificate would be a plus; ,* Deep and detailed experiences in air freight operations; ,* Good experiences in sea freight and cross border trucking operations;,* Excellent stakeholder management skills including project management experience;,* Result oriented and self-motivated to accomplish assigned tasks and drive for success; ,* Business acumen and cost sensitive; and,* High proficiency of communication and collaboration skills., ,Additional Information,* Flexible working hours,* Leave Entitlement eg: Annual Leave, Medical Leave and etc","Bachelor's Degree","High-skilled"
2141,"Posted on 12-Mar-22","Dell","Sr. Analyst, Global Commodity Management","","Not Specified","Not Specified","","","Manufacturing,Purchasing/Material Mgmt","Computer/Information Technology (Hardware)","2001 - 5000","RESPONSIBILITIES,o With basic knowledge of commodity areas, purchasing, product return processes and specific role related activities, develops and fosters cooperative relationships while analyzing situations accurately and developing effective courses of action,o Participates as a member of cross-functional teams to manage cost of returned materials against current quarterly supplier pricing, occasionally obtaining price quotes for materials and services,o Responsible for placing purchase orders for a variety of goods, services and materials Reviews necessary invoices with accounts payable and follows up with vendors regarding order status,o Manages supplier's performance as well as internal requirements such as accurately completing purchasing documentation,o Manages delivery, purchasing ROI, system data integrity and supply chain risk,o Keeps interested departments advised with respect to lead-time and delivery of critical material or product,QUALIFICATIONS,o Bachelor’s Degree,o Major in Business, Engineering, or any other analytically intensive field (preferred but not strictly required),o Fluent in English and Chinese,o Strong analytical and problem solving skills,o Intermediate/Advanced Excel and PowerPoint skills,-","Not Specified","Not Specified"
2146,"Posted on 10-Mar-22","TS Tonson Marketing","Lorry Driver","","Not Specified","Not Specified","","Full-Time","Services,Logistics/Supply Chain","Manufacturing / Production","1 - 50","Job Descriptions:,Overseeing the loading and offloading of goods.,Inspecting and cleaning the vehicle.,Safely transporting goods to and from distribution centers.,Obeying the rules of the road and following company safety regulations.,Finding the quickest and safest route to your destination.,Completing travel logs.,-","Not Specified","Not Specified"
2148,"Posted on 3-Mar-22","Sanmina","Traffic Analyst 3","","Not Specified","Not Specified","","","Services,Logistics/Supply Chain","Electrical & Electronics","1001 - 2000","Job Description,Traffic Analyst 3,Job Descriptions:,Strategic as well as tactical relationship with Sanmina’s Transportation Service Providers.,Guide and monitor Global Transportation Services to and from South Asia Pacific and Greater China Region plants and Repair Facilities.,Driving most cost effective transportation activities to minimize cost and maximize use of Sanmina Corporate Preferred Transportation Service Providers.,Create retention records and databases from different sources ( Oracle, CTSI reports, Crossdock data, Global billing reports, Shared Services data  and Finance dashboard ).,Monitor PSL usage, usage of premium freight services, and routing guide adherence.,Monitoring freight expenses and finance coding to ensure correct GL accounts are charged.,Provide information and guidance to plant logistics managers regarding spending performance and trends.,Plant support for assurance of supply including daily communication with Plant Management and Logistics Personnel,Quoting new business and new traffic lanes,Securing space and equipment for critical shipments,Work with plants and customers to provide COVID Surcharge information and drive recovery efforts,Daily communication with Plant Management and Transportation Service Providers to ensure pipeline is smooth,Coordinates and Consolidates domestic and international shipments,Interprets laws, rules and regulations regarding shipping, C-TPAT, FAST, etc,Job Requirements:,Bachelor degree or Diploma, Preferably in Business, Transportation or Supply Chain,5+ years experience in a Global Logistics Environment,Freight Forwarding background helpful but not necessary,Must possess excellent skills in Excel, Word and PowerPoint.  For excel skills specifically must understand how to perform Pivot Tables and VLookups.,Experience using Oracle ERP,Working knowledge of freight tariffs,-","Not Specified","Not Specified"
2160,"Posted 9 hours ago","Micron Semiconductors","IE Admin","","Not Specified","Not Specified","","Full-Time","Services,Logistics/Supply Chain","",NA,"Our vision is to transform how the world uses information to enrich life for all.,Join an inclusive team passionate about one thing: using their expertise in the relentless pursuit of innovation for customers and partners. The solutions we build help make everything from virtual reality experiences to breakthroughs in neural networks possible. We do it all while committing to integrity, sustainability, and giving back to our communities. Because doing so can fuel the very innovation we are pursuing.,JR16663 IE Admin,Responsibilities to include but not limited to:,Arrange meetings and appointments and provide reminders,File expense reports and ensure timely reimbursement,Monitor and order office supplies,Develop and carry out an efficient documentation and filing system,Always maintain appropriate discretion and confidentiality,Arrange and coordinate Team building, celebration activities, etc.,Coordinate travel (e.g. visa application, travel claim, travel booking),Schedule suppliers and internal visitors meeting, office reservation, etc.,Support TMs in HR related matters,Support SharePoint site setup & maintenance,Support rudimentary data compilation ,About Micron Technology, Inc.,We are an industry leader in innovative memory and storage solutions transforming how the world uses information to enrich life for all. With a relentless focus on our customers, technology leadership, and manufacturing and operational excellence, Micron delivers a rich portfolio of high-performance DRAM, NAND, and NOR memory and storage products through our Micron® and Crucial® brands. Every day, the innovations that our people create fuel the data economy, enabling advances in artificial intelligence and 5G applications that unleash opportunities — from the data center to the intelligent edge and across the client and mobile user experience.,Please note that in order to assist in providing a safe and healthy workplace for all Micron team members, new employment offers for jobs based in India, Malaysia, Singapore, and the U.S., are contingent upon the applicant’s provision of a copy of their COVID-19 vaccination document to Micron on a confidential basis prior to their scheduled start date confirming that they have completed the COVID-19 vaccination process, subject to any written request for medical or religious accommodation and to the extent permitted by applicable law.,To learn more, please visit ***************,All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran or disability status.,To request assistance with the application process and/or for reasonable accommodations, please contact ************@micron.com,Micron Prohibits the use of child labor and complies with all applicable laws, rules, regulations, and other international and industry labor standards.,Micron does not charge candidates any recruitment fees or unlawfully collect any other payment from candidates as consideration for their employment with Micron.,-","Not Specified","Not Specified"
2162,"Posted on 21-Feb-22","Alam Aliran Kualiti (M) Sdn.Bhd","LOGISTIC SUPERVISOR","MYR�1,800 - MYR�2,520","Non-Executive","Higher Secondary/STPM/'A' Level/Pre-U, Diploma, Advanced/Higher/Graduate Diploma","1 year","Full-Time","Services,Logistics/Supply Chain","Environment/Health/Safety",NA,"Duties & Responsibilities:,1)	Organizing Shipments,2)	Coordinating with Drivers, vehicles, loads, trips,3)	Planning and negotiating technical difficulties,4)	Preparing paper works for regulatory bodies,5)	Doing Receiving and handle delivery goods/item,6)	Planning shipments/trips based on products/goods/items availability and customer requests,7)	Tracking orders to ensure timely deliveries,8)	Monthly Trip report to Top Management,9)	Fully arrange any transportation on delivery/collections of Waste and email drivers particulars to the Respective Customer.,10) Prepare Weekly Individual Lorry Trips,11) GPS Monitoring for all lorries:-Contacting customer side to release our lorry if the “waiting tine” is too long,12) Monitor on leave being taken by Driver/Collectors and update if any issue to HR,13) Arranging and Conducting meeting as necessary,14) Keep record and tracking on Lorry Roadtax, Insurance RENEWAL/ due date,15) Responsible on lorry maintenance (prepare checklist),16) Responsible to ensure all PPE equipment are with Drivers/ Collectors time to time,Job Requirements,:,1)	Ability to work under pressure,2) Schedule Waste Management knowledge is added an advantage","Higher Secondary/STPM/'A' Level/Pre-U","Mid-skilled"
