posted_date,company_name,job_title,salary,position_level,qualification,years_of_experience,job_type,job_specialisation,industry,company_size
Posted on 19-Feb-22,Jabil Circuit Sdn Bhd,Production Planner (Fresh Graduate),,Junior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",1 year,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,More than 5000 Employees
Posted on 18-Feb-22,Western Digital,"Supervisor, Operations Training",,Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",3 years,Full-Time,"Manufacturing,Manufacturing",Electrical & Electronics,2001 - 5000 Employees
Posted on 16-Feb-22,Plexus Manufacturing Sdn Bhd,Buyer (Purchasing),,Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,More than 5000 Employees
Posted on 28-Feb-22,B. Braun Medical Industries Sdn. Bhd.,Technician - Housekeeping,,Non-Executive,"Diploma, Advanced/Higher/Graduate Diploma",5 years,Full-Time,"Engineering,Environmental",Healthcare / Medical,More than 5000 Employees
Posted on 15-Feb-22,GST FINE FOODS SDN BHD,PURCHASING ASSISTANT,"MYR 1,800 - MYR 2,500",Entry Level,"Diploma, Advanced/Higher/Graduate Diploma",2 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Consumer Products / FMCG,1 - 50 Employees
Posted on 14-Feb-22,Worldgate Express Services Sdn Bhd,Logistics - Sales Executive / Sales Coordinator,"MYR 2,300 - MYR 4,300",Junior Executive,"Primary/Secondary School/O Level, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",1 year,Full-Time,"Services,Logistics/Supply Chain",Transportation / Logistics,51 - 200 Employees
Posted on 15-Feb-22,Focus Pigment Sdn Bhd,Customer Service Executive,,Junior Executive,"Higher Secondary/STPM/'A' Level/Pre-U, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",,Full-Time,"Services,Customer Service",General & Wholesale Trading,1 - 50 Employees
Posted on 17-Feb-22,ASM Front-End Manufacturing Singapore Pte Ltd,"Senior Buyer (Penang, Malaysia)",,Junior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Semiconductor/Wafer Fabrication,201 - 500 Employees
Posted on 14-Feb-22,Company Confidential,Assistant Warehouse Manager,,Manager,Not Specified,5 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",,
Posted on 18-Feb-22,AEM Microtronics (M) Sdn Bhd,Assembly  Supervisor (Shift)  -  1  year contract,,Junior Executive,Not Specified,3 years,Contract,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 18-Feb-22,ULTRA CLEAN TECHNOLOGY (MALAYSIA) SDN. BHD.,Material Planner,,Junior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",3 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Semiconductor/Wafer Fabrication,501 - 1000 Employees
Posted on 16-Feb-22,Micron Memory Malaysia Sdn Bhd,"Senior Manager, Component Inventory Management",,Senior Manager,"Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree, Doctorate (PhD)",8 years,Full-Time,"Manufacturing,Manufacturing",Semiconductor/Wafer Fabrication,1001 - 2000 Employees
Posted on 4-Mar-22,DURA-PACK INDUSTRIES (M) SDN. BHD.,SALES & CUSTOMER SERVICE,"MYR 2,700 - MYR 3,780",Junior Executive,"Higher Secondary/STPM/'A' Level/Pre-U, Diploma, Advanced/Higher/Graduate Diploma",2 years,Full-Time,"Services,Customer Service",Manufacturing / Production,1 - 50 Employees
Posted on 7-Mar-22,Furutec Electrical Sdn Bhd,Production Operator,,Non-Executive,Primary/Secondary School/O Level,,Full-Time,"Manufacturing,Manufacturing",Electrical & Electronics,51 - 200 Employees
Posted on 16-Feb-22,Yang Guang Furniture (Sarawak) Sdn Bhd,Purchasing and Warehouse Executive(Base In Butterworth),"MYR 3,500 - MYR 7,000",Senior Executive,Not Specified,2 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Consumer Products / FMCG,51 - 200 Employees
Posted on 20-Feb-22,AKT Components,Global Sales Manager,"MYR 6,000 - MYR 8,000",Senior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",5 years,Full-Time,"Sales/Marketing,Marketing/Business Dev",Manufacturing / Production,1 - 50 Employees
Posted on 25-Feb-22,Fuciphagus Agritech Sdn Bhd (Yan Wo Wang),Administrative Clerk,"MYR 1,500 - MYR 2,000",Non-Executive,Primary/Secondary School/O Level,1 year,Full-Time,"Admin/Human Resources,Clerical/Administrative Support",Manufacturing / Production,51 - 200 Employees
Posted on 16-Feb-22,LAM RESEARCH INTERNATIONAL SDN. BHD.,Financial Analyst (Inventory Management),,Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",8 years,Full-Time,"Accounting/Finance,General/Cost Accounting",Semiconductor/Wafer Fabrication,501 - 1000 Employees
Posted on 16-Feb-22,CISIVE MALAYSIA SDN. BHD.,Screening Associate - Fresh Graduates (Immediate Offer),,Entry Level,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",,Full-Time,"Services,Customer Service",Computer / Information Technology (Software),501 - 1000 Employees
Posted on 21-Feb-22,Citigroup Malaysia,TTS Senior Onboarding Manager - Vice President - (22442443),,Senior Manager,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",,Full-Time,"Accounting/Finance,Banking/Financial",Banking / Financial Services,2001 - 5000 Employees
Posted on 16-Feb-22,BM Trada (Penang) Sdn Bhd,Operation Executive,"MYR 3,500 - MYR 4,900",Senior Executive,"Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma",2 years,Full-Time,"Services,Customer Service",Consulting (Business & Management),1 - 50 Employees
Posted on 17-Feb-22,Citigroup Malaysia,TTS Onboarding Manager - Assistant Vice President - (22422904),,Senior Manager,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",,Full-Time,"Accounting/Finance,Banking/Financial",Banking / Financial Services,2001 - 5000 Employees
Posted on 18-Feb-22,Jaya Catering & Restaurant Sdn Bhd,"Personal Driver, Account Assistant, Restaurant Supervisor, Waiter, Waitress","MYR 1,800 - MYR 2,300",Non-Executive,Not Specified,1 year,Full-Time,"Hotel/Restaurant,Food/Beverage/Restaurant",Food & Beverage / Catering / Restaurant,
Posted on 3-Mar-22,ALATIN (M) SDN. BHD.,Area Sales Executive,"MYR 2,500 - MYR 3,500",Junior Executive,"Higher Secondary/STPM/'A' Level/Pre-U, Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma",1 year,Full-Time,"Sales/Marketing,Retail Sales",Automobile / Automotive Ancillary / Vehicle,1 - 50 Employees
Posted on 21-Feb-22,PRIMA PEARL AUTO SDN BHD,SPARE PARTS ASSISTANT,"MYR 1,500 - MYR 2,100",Non-Executive,"Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",1 year,Full-Time,"Services,Logistics/Supply Chain",Automobile / Automotive Ancillary / Vehicle,51 - 200 Employees
Posted on 17-Feb-22,Jora Jobs,Customer service executive,,Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Full-Time,"Services,Customer Service",Human Resources Management / Consulting,1 - 50 Employees
Posted on 24-Feb-22,ASSENT COMPLIANCE MALAYSIA SDN. BHD.,"Supplier Support Associate, Outbound","MYR 3,600 - MYR 4,500",Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",1 year,Full-Time,"Services,Customer Service",Computer / Information Technology (Software),501 - 1000 Employees
Posted on 21-Feb-22,Intel Technology Sdn. Bhd.,Factory Material Engineer,,Junior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",3 years,Full-Time,"Services,Logistics/Supply Chain",Semiconductor/Wafer Fabrication,More than 5000 Employees
Posted on 15-Feb-22,MeHow Medical (M) Sdn Bhd,Tool Maker,,Junior Executive,Professional Certificate,2 years,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,201 - 500 Employees
Posted on 16-Feb-22,Western Digital,Operator Manufacturing,,Non-Executive,Primary/Secondary School/O Level,1 year,Full-Time,"Manufacturing,Manufacturing",Electrical & Electronics,2001 - 5000 Employees
Posted on 14-Feb-22,MALONE SHIPPING SDN. BHD.,Finance & Admin,"MYR 2,000 - MYR 2,800",Senior Executive,Not Specified,2 years,Full-Time,"Admin/Human Resources,Clerical/Administrative Support",Transportation / Logistics,1 - 50 Employees
Posted on 21-Feb-22,UNI-HYGIENE SDN BHD,Operation Supervisor,"MYR 1,500 - MYR 1,800",Non-Executive,Primary/Secondary School/O Level,1 year,Contract,"Others,Others",Consulting (Business & Management),
Posted on 16-Feb-22,Samtec Asia Pacific (M) Sdn Bhd,Manufacturing Production Operator (HDR),"MYR 1,450 - MYR 2,500",Entry Level,"Primary/Secondary School/O Level, Higher Secondary/STPM/'A' Level/Pre-U",,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,201 - 500 Employees
Posted on 15-Feb-22,Innotronics Sdn Bhd,Sales Coordinator,"MYR 2,600 - MYR 3,000",Junior Executive,Primary/Secondary School/O Level,1 year,Full-Time,"Sales/Marketing,Sales - Corporate",Retail / Merchandise,1 - 50 Employees
Posted on 14-Feb-22,Agensi Pekerjaan Career Wise Sdn Bhd,Sales Coordinator,,Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",1 year,Full-Time,"Admin/Human Resources,Clerical/Administrative Support",Human Resources Management / Consulting,1 - 50 Employees
Posted on 14-Feb-22,OSRAM Opto Semiconductors (Malaysia) Sdn Bhd,Controlling Senior Staff Specialist,,Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree, Doctorate (PhD)",7 years,Full-Time,"Accounting/Finance,General/Cost Accounting",Semiconductor/Wafer Fabrication,More than 5000 Employees
Posted on 15-Feb-22,Armstrong Auto Parts Sdn Bhd,Corporate Affair Executive,,Junior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",3 years,Full-Time,"Arts/Media/Communications,Public Relations",Manufacturing / Production,501 - 1000 Employees
Posted on 16-Feb-22,Citigroup Malaysia,MYS CTSM PG TTS Senior Onboarding Manager - (22422880),,Senior Manager,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",,Full-Time,"Accounting/Finance,Banking/Financial",Banking / Financial Services,2001 - 5000 Employees
Posted on 16-Feb-22,Jabil Circuit Sdn Bhd,Business Unit Manager,,Senior Manager,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",8 years,Full-Time,"Sales/Marketing,Marketing/Business Dev",Electrical & Electronics,More than 5000 Employees
Posted 12 hours ago,PWF Farms,Purchasing Executive,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",,
Posted 12 hours ago,Keysight Technologies,SupplyChain Analyst,,Not Specified,Not Specified,,Temporary,"Services,Logistics/Supply Chain",Electrical & Electronics,2001 - 5000 Employees
Posted 11 hours ago,GS Paperboard & Packaging Sdn Bhd,Warehouse Assistant,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Manufacturing / Production,1001 - 2000 Employees
Posted on 11-Mar-22,UWC Holdings,Logistic Customer Support Executive,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Manufacturing / Production,1001 - 2000 Employees
Posted 11 hours ago,Keysight Technologies,Planning Representative,,Not Specified,Not Specified,,Temporary,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,2001 - 5000 Employees
Posted 11 hours ago,VINSTELLA JEWELLERY,Stock Assistant,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Retail / Merchandise,51 - 200 Employees
Posted on 10-Mar-22,Kuehne & Nagel,"Road Logistics Executive (Penang, Malaysia)",,Not Specified,Not Specified,,,"Services,Logistics/Supply Chain",Transportation / Logistics,201 - 500 Employees
Posted 12 hours ago,PKT Logistics,Warehouse Executive (Shift work required),,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Transportation / Logistics,1 - 50 Employees
Posted 12 hours ago,Micron Semiconductors,Production Planner,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",,
Posted 11 hours ago,LIFTECH ENGINEERING (PG) SDN. BHD.,PURCHASING CLERK,,Not Specified,Not Specified,,Full-Time,"Admin/Human Resources,Clerical/Administrative Support","Consulting (IT, Science, Engineering & Technical)",1 - 50 Employees
Posted 11 hours ago,Professional Tools & Dies Sdn Bhd,Production & Material Controller,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,201 - 500 Employees
Posted 11 hours ago,NGC Garter,Warehouse and Shipping Assistant,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Heavy Industrial / Machinery / Equipment,1 - 50 Employees
Posted 12 hours ago,Micron Semiconductors,Production Planner,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",,
Posted 12 hours ago,UPS,Part-Time Hub Supervisor Massman Twilight,,Not Specified,Not Specified,,,"Services,Logistics/Supply Chain",,
Posted 11 hours ago,Bridge Trading,Penjaga Stor,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",,
Posted 11 hours ago,HENG HUAT RESORUCES GROUP BERHAD,Production Supervisor,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted 12 hours ago,Micron Semiconductors,Lead Production Planner,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",,
Posted 11 hours ago,Micron Semiconductors,Production Planner,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",,
Posted on 12-Mar-22,Toll Group,Team Leader - Logistics,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Transportation / Logistics,1 - 50 Employees
Posted 12 hours ago,MMK Spices,Warehouse Worker,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",,
Posted 11 hours ago,Keysight Technologies,Planning Associate,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,2001 - 5000 Employees
Posted 12 hours ago,High Ace Industries Sdn Bhd,Warehouse Executive,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",,
Posted 11 hours ago,Keysight Technologies,Supply Chain Sr Analyst,,Not Specified,Not Specified,,Temporary,"Services,Logistics/Supply Chain",Electrical & Electronics,2001 - 5000 Employees
Posted on 12-Mar-22,Toll Group,Tender Executive,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Transportation / Logistics,1 - 50 Employees
Posted 12 hours ago,Lucky Food Processing,Shipping Assistant,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Food & Beverage / Catering / Restaurant,51 - 200 Employees
Posted 12 hours ago,Sophic Automation,Purchase Specialist,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,501 - 1000 Employees
Posted 11 hours ago,HENG HUAT RESORUCES GROUP BERHAD,Production Supervisor,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted 11 hours ago,Lam Research,"Supv 2, Production Control",,Not Specified,Not Specified,,,"Services,Logistics/Supply Chain",,
Posted 11 hours ago,CHEMSILK INDUSTRIES,General Worker,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Maintenance",,
Posted 12 hours ago,Lam Research,Manufacturing Manager,,Not Specified,Not Specified,,,"Services,Logistics/Supply Chain",,
Posted on 10-Mar-22,Professional Tools & Dies Sdn Bhd,PLANNER,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,201 - 500 Employees
Posted 12 hours ago,Micron Semiconductors,NPM Intern,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",,
Posted on 10-Mar-22,Professional Tools & Dies Sdn Bhd,PRODUCTION & MATERIAL CONTROLLER,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,201 - 500 Employees
Posted 11 hours ago,Schott Glass (M) Sdn Bhd,Operator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,501 - 1000 Employees
Posted on 8-Mar-22,Savelite Engineering Sdn. Bhd.,Purchasing Clerk/Officer,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,1 - 50 Employees
Posted 12 hours ago,High Ace Industries Sdn Bhd,QC Inspector,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Quality Assurance",,
Posted on 10-Mar-22,Intel,ATSM Die Prep and WLA Operations Manager,,Not Specified,Not Specified,,,"Manufacturing,Purchasing/Material Mgmt",Semiconductor/Wafer Fabrication,More than 5000 Employees
Posted 12 hours ago,BLUE OCEAN UNIQUE,Despatch,,Not Specified,Not Specified,,Full-Time,"Computer/Information Technology,IT-Network/Sys/DB Admin",,
Posted on 9-Mar-22,LVIO Precision Sdn.Bhd.(Penang),Production Planner,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Heavy Industrial / Machinery / Equipment,51 - 200 Employees
Posted on 8-Mar-22,BAGAN AUTO PARTS SDN BHD.,Packer and Despatch,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Automobile / Automotive Ancillary / Vehicle,1 - 50 Employees
Posted on 10-Mar-22,Le Nam Megasheet,Store Clerk,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,201 - 500 Employees
Posted 8 hours ago,Yew Chian Haw,"Penang Packing Vege, Meat, Fish, and Fruit (Non HALAL)",,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Food & Beverage / Catering / Restaurant,1 - 50 Employees
